State,City,Postcode,State Population Rank,Household Income,Median Age,Population,Race White,Starbucks Count
ND,SAWYER,58781,49,71250,42.5,636,630,13
TX,GUNTER,75058,2,71250,39.9,2872,2731,1042
NY,SOUTH WALES,14139,4,71250,41.9,2329,2125,645
SC,LITTLE MOUNTAIN,29075,25,71238,47.2,3480,2134,131
UT,SALT LAKE CITY,84124,27,71223,37.4,21672,19825,101
NH,NORTH WALPOLE,03609,46,71196,36.2,1033,1024,29
CT,LAKEVILLE,06039,30,71190,46.5,1707,1593,123
IL,MAZON,60444,5,71190,35.4,1837,1743,575
NC,COLFAX,27235,12,71172,51.8,4024,3733,338
MA,HAYDENVILLE,01039,23,71167,53.8,1236,1212,273
MA,MILLBURY,01527,23,71151,43.5,13391,12507,273
CT,EAST WINDSOR,06088,30,71144,46.1,4786,3469,123
NH,SANBORNTON,03269,46,71125,50.8,2981,2974,29
VA,CHESAPEAKE,23323,9,71124,35.6,37183,21543,432
NY,BELLPORT,11713,4,71101,38.1,9170,6127,645
WV,MILLWOOD,25262,47,71094,42.6,1107,1107,25
NY,MASTIC,11950,4,71088,35.2,16777,13716,645
IN,UNION MILLS,46382,16,71083,42.1,1962,1952,221
IL,SAINT JOSEPH,61873,5,71081,35.9,6470,6209,575
MN,LINDSTROM,55045,20,71080,45.4,7373,7279,184
TX,LEANDER,78645,2,71076,50.3,10274,9765,1042
TX,MEYERSVILLE,77974,2,71071,41.8,484,468,1042
OH,CHARDON,44024,7,71068,44.2,23668,22673,377
IN,SANTA CLAUS,47579,16,71063,41.8,2715,2656,221
MO,PECULIAR,64078,21,71055,38.9,10040,9470,188
RI,HOPE VALLEY,02832,50,71042,45,5006,4797,27
ND,STANTON,58571,49,71023,53.3,595,571,13
CA,BEN LOMOND,95005,1,71021,41.7,6733,5932,2821
NY,MOUNT VERNON,10552,4,70991,43.3,19607,9597,645
OH,MONROE,45050,7,70991,35.4,8907,8113,377
MN,MINNEAPOLIS,55437,20,70990,45.3,18368,15634,184
MA,WILLIAMSBURG,01096,23,70980,44.7,2494,2442,273
MI,CHELSEA,48118,14,70972,47,12563,12056,283
NJ,WEST CREEK,08092,18,70956,48.1,3310,3012,261
CA,KEENE,93531,1,70956,53.4,363,334,2821
IL,MAPLE PARK,60151,5,70949,41.5,4263,4128,575
IL,MASCOUTAH,62258,5,70945,39.8,9467,8652,575
IL,MARENGO,60152,5,70933,42.6,12943,12298,575
LA,WOODWORTH,71485,28,70929,44,2001,1879,84
ME,KENNEBUNK,04043,48,70920,49.4,11051,10943,30
IA,TREYNOR,51575,32,70913,40.6,1726,1714,89
TN,BURNS,37029,19,70907,44.6,5484,5279,180
WI,ALLENTON,53002,22,70893,42.3,2655,2611,145
PA,FOMBELL,16123,11,70893,42.6,2178,2162,357
CT,CLINTON,06413,30,70877,46.1,13130,12572,123
NJ,ATCO,08004,18,70859,37.4,12511,10130,261
CA,MADERA,93636,1,70857,40.7,12367,10866,2821
MN,STANCHFIELD,55080,20,70846,46.6,2286,2252,184
CA,CAMINO,95709,1,70841,48.6,4857,4492,2821
KY,LA FAYETTE,42254,26,70833,39,280,264,116
NY,ASHLAND,12407,4,70833,48.5,162,145,645
IA,GOOSE LAKE,52750,32,70833,46.7,566,557,89
ND,GARDNER,58036,49,70833,40.8,309,298,13
NY,MIDDLE ISLAND,11953,4,70829,42.6,12647,9836,645
MS,DIAMONDHEAD,39525,39,70819,48.9,8246,7976,32
NC,BELVIDERE,27919,12,70795,50.6,929,637,338
MD,FREDERICK,21702,15,70783,37.4,39608,26472,257
TX,GARDEN CITY,79739,2,70781,37.9,954,840,1042
NY,MARIETTA,13110,4,70769,49.8,2257,2236,645
MD,LANHAM,20706,15,70754,35.9,39718,6010,257
NE,NEHAWKA,68413,38,70750,41,631,589,58
OH,UNIOPOLIS,45888,7,70750,37.9,187,187,377
IA,SAINT CHARLES,50240,32,70750,39.2,2819,2778,89
UT,HANNA,84031,27,70750,39.2,275,272,101
WV,SCOTT DEPOT,25560,47,70714,40.1,8228,7875,25
TX,LA PORTE,77571,2,70689,36.8,36865,30805,1042
CO,BRIGHTON,80603,13,70676,35.6,11874,10569,481
SD,CLAREMONT,57432,43,70673,42.2,579,544,25
AR,BELLA VISTA,72714,37,70637,42.8,12582,12080,55
VT,NORTH FERRISBURGH,05473,51,70625,47.5,1413,1373,8
PA,EAST SMITHFIELD,18817,11,70625,45.5,196,189,357
MN,ROSCOE,56371,20,70625,49.3,131,131,184
UT,WALLSBURG,84082,27,70625,41.2,909,894,101
IA,CLEGHORN,51014,32,70625,49.3,498,495,89
PA,SHANKSVILLE,15560,11,70625,38.4,180,175,357
IA,WORTHINGTON,52078,32,70592,48.6,921,920,89
FL,LAKELAND,33812,3,70572,35.8,14077,11570,694
AL,ATHENS,35613,33,70567,39.2,23796,19450,85
NH,ANDOVER,03216,46,70565,43.9,2318,2235,29
FL,JACKSONVILLE,32226,3,70551,36.5,16568,13090,694
VA,SUMERDUCK,22742,9,70515,41.4,2112,1808,432
NY,MOUNT VERNON,10553,4,70513,38.9,10850,589,645
PA,SARVER,16055,11,70511,47.8,8368,8235,357
NY,PORT KENT,12975,4,70509,43.3,355,324,645
TX,HUFFMAN,77336,2,70497,35.2,12044,11179,1042
NJ,CAPE MAY COURT HOUSE,08210,18,70482,46.6,17288,14404,261
OR,NORTH PLAINS,97133,17,70481,38,4251,3854,359
KY,CROMONA,41810,26,70478,39.6,518,518,116
PA,HATBORO,19040,11,70469,42.3,20333,18582,357
PA,CECIL,15321,11,70469,48.1,1557,1550,357
VT,FAIRFAX,05454,51,70455,38.8,4677,4474,8
NJ,PEDRICKTOWN,08067,18,70455,40.5,1673,1531,261
ME,CAPE NEDDICK,03902,48,70429,51.4,2306,2163,30
MA,BLANDFORD,01008,23,70417,49.3,1171,1165,273
ND,BARNEY,58008,49,70417,47.3,234,234,13
OH,ORIENT,43146,7,70417,38.5,12303,10447,377
TX,COAHOMA,79511,2,70417,42.3,1231,1218,1042
PA,MOUNT WOLF,17347,11,70411,38.7,6424,6040,357
CT,TERRYVILLE,06786,30,70400,41.3,9770,9238,123
CA,CASPAR,95420,1,70387,38.7,611,498,2821
ND,DEERING,58731,49,70385,36.5,309,266,13
VA,MATHEWS,23109,9,70380,54.8,2458,2106,432
AK,SITKA,99835,41,70376,38.9,8943,5800,49
VT,WOODBURY,05681,51,70357,42.5,372,348,8
KS,HESSTON,67062,29,70357,38.5,4316,4035,94
TX,HEWITT,76643,2,70348,38.2,14022,12079,1042
NJ,LYNDHURST,07071,18,70344,41.2,21318,18523,261
NY,NASSAU,12123,4,70331,44.6,5187,4815,645
NH,EPSOM,03234,46,70329,45.8,4666,4583,29
NJ,MONROE TOWNSHIP,08831,18,70322,51.6,48737,37814,261
MN,BRITT,55710,20,70313,52.3,1132,1093,184
MA,WOODS HOLE,02543,23,70313,47.7,843,836,273
OH,YELLOW SPRINGS,45387,7,70313,51,5224,4485,377
MN,DULUTH,55803,20,70307,44.8,17143,16310,184
GA,MCDONOUGH,30252,10,70307,37.9,41595,29896,326
CT,NORTH GROSVENORDALE,06255,30,70288,42.3,4783,4683,123
PA,SOUTH MONTROSE,18843,11,70288,46.1,211,211,357
TX,HOCKLEY,77447,2,70286,35.3,13616,11814,1042
OH,CABLE,43009,7,70281,37.4,2142,2113,377
NY,NEW WINDSOR,12553,4,70279,38.7,26371,18227,645
NY,EAST CHATHAM,12060,4,70278,46.9,1373,1265,645
ND,KILLDEER,58640,49,70278,42.2,1604,1456,13
WI,MARIBEL,54227,22,70268,45.8,1630,1606,145
NY,MIDDLE GRANVILLE,12849,4,70263,37.8,623,623,645
NY,CAMILLUS,13031,4,70259,42.8,15681,14972,645
RI,SMITHFIELD,02917,50,70258,37.6,14017,13100,27
NY,TRIBES HILL,12177,4,70250,45.4,463,458,645
VA,FORT DEFIANCE,24437,9,70250,42.9,1211,1170,432
MA,QUINCY,02170,23,70248,38.6,19860,12465,273
NY,NORTH BRANCH,12766,4,70227,51.3,478,478,645
KS,CHENEY,67025,29,70223,39.5,3771,3681,94
NC,BELEWS CREEK,27009,12,70208,46.3,2402,2164,338
IL,PORT BYRON,61275,5,70208,42.9,4355,4204,575
AK,STERLING,99672,41,70206,44.1,4035,3724,49
AR,BENTON,72019,37,70204,39.8,23987,22477,55
WI,SALEM,53168,22,70176,41.6,8774,8617,145
WA,OLYMPIA,98513,6,70169,36,34320,24829,757
NY,CAZENOVIA,13035,4,70168,46.1,8605,8240,645
OH,YORKSHIRE,45388,7,70156,35.8,893,889,377
NY,RETSOF,14539,4,70156,36.8,214,186,645
MN,KASSON,55944,20,70145,36.9,7235,7147,184
IL,KENT,61044,5,70139,44.5,196,196,575
MA,HOUSATONIC,01236,23,70135,42.6,1538,1362,273
NY,WADDINGTON,13694,4,70134,48,1519,1330,645
CA,LA MESA,91941,1,70130,40.1,33111,25232,2821
MI,CERESCO,49033,14,70125,43.3,1758,1714,283
ND,VOLTAIRE,58792,49,70114,54.4,349,346,13
TX,ADKINS,78101,2,70114,40.5,7720,6797,1042
WI,WALDO,53093,22,70100,43.3,1992,1957,145
MI,HORTON,49246,14,70099,43.6,3244,3177,283
MD,QUEEN ANNE,21657,15,70089,39.6,982,734,257
VA,HANOVER,23069,9,70083,44.3,3229,2227,432
RI,WAKEFIELD,02879,50,70076,46.9,20358,18828,27
VA,NORTH GARDEN,22959,9,70075,53.9,1207,990,432
CT,WINDHAM,06280,30,70069,48.8,3256,2803,123
NJ,CARLSTADT,07072,18,70056,39.7,6225,5041,261
ME,BELGRADE,04917,48,70040,43.7,2937,2888,30
VA,AYLETT,23009,9,70037,39.9,6696,5474,432
NJ,DELMONT,08314,18,70035,36.5,2349,857,261
OK,BROKEN ARROW,74014,35,70004,37.1,36943,29314,79
ND,CRARY,58327,49,70000,45.9,386,357,13
ND,NEWBURG,58762,49,70000,46.6,225,220,13
IL,GRIDLEY,61744,5,70000,41.1,1885,1839,575
MN,FARWELL,56327,20,70000,46.3,770,757,184
MN,NASHUA,56565,20,70000,50,66,66,184
OK,VINSON,73571,35,70000,44.1,202,172,79
NY,STITTVILLE,13469,4,70000,35.7,1095,956,645
IA,OTTOSEN,50570,32,70000,48.3,219,212,89
PA,ALVERDA,15710,11,70000,38.8,336,332,357
NM,JEMEZ SPRINGS,87025,34,69950,52.9,1137,1040,76
PA,LEVITTOWN,19056,11,69943,39.8,15522,13394,357
MN,PINE ISLAND,55963,20,69938,39.6,5112,4944,184
IL,TRENTON,62293,5,69932,43,4805,4698,575
TX,LONG BRANCH,75669,2,69922,51.7,605,506,1042
IN,LIZTON,46149,16,69898,37.6,2486,2433,221
ND,WILTON,58579,49,69896,40,1378,1341,13
VA,FORD,23850,9,69866,45.8,888,691,432
HI,WAIALUA,96791,31,69864,36.6,7361,2757,99
VA,NEW KENT,23124,9,69858,50,3260,2901,432
IN,OLDENBURG,47036,16,69856,44.4,1091,1085,221
CA,JANESVILLE,96114,1,69856,47.8,3531,3408,2821
IN,HUNTERTOWN,46748,16,69852,35.3,5971,5762,221
IN,SELLERSBURG,47172,16,69844,36.4,16639,15756,221
NJ,AUDUBON,08106,18,69844,44.3,9802,9597,261
CA,DESCANSO,91916,1,69821,50.5,1611,1475,2821
WV,BAKER,26801,47,69803,46.7,1337,1337,25
NY,HOLLAND PATENT,13354,4,69788,44.2,3351,3201,645
OH,MINSTER,45865,7,69783,41.6,4807,4729,377
TX,WEATHERFORD,76088,2,69773,41.4,11694,10897,1042
WY,DIAMONDVILLE,83116,44,69773,53,552,543,23
HI,WAIMEA,96796,31,69750,49.9,1690,330,99
NM,SAN RAFAEL,87051,34,69744,40.6,1147,933,76
MI,UNION PIER,49129,14,69740,53.1,500,462,283
KS,AUBURN,66402,29,69737,49.1,2941,2895,94
NY,CASTLETON ON HUDSON,12033,4,69733,46.5,8002,7720,645
KS,WICHITA,67227,29,69732,46.7,278,270,94
MN,HAWLEY,56549,20,69712,37.2,4412,4210,184
MO,KINGSVILLE,64061,21,69700,44.4,3133,2998,188
MI,NEW BALTIMORE,48047,14,69697,39.8,40012,37003,283
OH,MORROW,45152,7,69692,41.5,12072,11990,377
CO,CRAWFORD,81415,13,69688,50.6,1334,1318,481
NE,ABIE,68001,38,69688,49.5,142,142,58
PA,FAIRFIELD,17320,11,69672,43.5,7859,7548,357
OK,CHOCTAW,73020,35,69669,40,22357,19103,79
ME,NORTH BERWICK,03906,48,69663,42.9,4660,4508,30
FL,MYAKKA CITY,34251,3,69647,43.1,5348,4712,694
SD,VALLEY SPRINGS,57068,43,69625,43.3,1408,1390,25
KY,PEWEE VALLEY,40056,26,69598,43,3493,3048,116
VA,SPOTSYLVANIA,22551,9,69597,40.8,20064,16163,432
NH,SPRINGFIELD,03284,46,69583,42.5,1026,1009,29
PA,ERWINNA,18920,11,69583,52.6,382,382,357
IA,ALBURNETT,52202,32,69583,45.7,1027,1024,89
NY,WHITE PLAINS,10606,4,69579,36,17489,9456,645
KY,GLENDALE,42740,26,69569,46.3,1622,1531,116
MI,FREELAND,48623,14,69561,39.3,14010,12617,283
WI,ADELL,53001,22,69554,42.6,1886,1799,145
NY,MILTON,12547,4,69537,43.7,2980,2809,645
LA,CREOLE,70632,28,69531,54.4,575,435,84
ND,GRASSY BUTTE,58634,49,69531,44.1,175,175,13
NY,CLARENCE,14031,4,69530,45.2,10058,9371,645
IA,DURANGO,52039,32,69509,44.1,1073,1072,89
PA,CLINTON,15026,11,69504,46.9,3384,3320,357
MA,SALISBURY,01952,23,69500,45.9,8672,8293,273
NJ,MERCHANTVILLE,08109,18,69490,41,22999,14064,261
WY,BAGGS,82321,44,69485,38.1,725,704,23
MD,HAVRE DE GRACE,21078,15,69482,45.3,18481,14211,257
CA,RIMFOREST,92378,1,69479,48.1,192,141,2821
NH,SPOFFORD,03462,46,69469,46.1,1681,1681,29
TX,CHRISTOVAL,76935,2,69464,44.7,1480,1388,1042
IL,WASHINGTON,61571,5,69462,39.3,24445,23277,575
CO,GLADE PARK,81523,13,69451,51.2,1261,1222,481
IA,VENTURA,50482,32,69432,50.1,908,908,89
VA,PROVIDENCE FORGE,23140,9,69428,41.9,6312,3848,432
FL,SORRENTO,32776,3,69417,42,11049,9570,694
OR,MULINO,97042,17,69417,44,3676,3468,359
CO,KEENESBURG,80643,13,69412,44.4,3081,2983,481
NJ,NEWFIELD,08344,18,69405,42.4,5155,4431,261
CA,BAYSIDE,95524,1,69403,45.2,1956,1779,2821
KY,BAGDAD,40003,26,69400,40.7,2271,2238,116
CT,DEEP RIVER,06417,30,69395,45.7,4571,4221,123
SD,BRANDT,57218,43,69375,37.9,386,386,25
MI,MARNE,49435,14,69375,42.8,4122,4080,283
ME,SOUTH BERWICK,03908,48,69375,38.8,7312,6915,30
VT,FAIRFIELD,05455,51,69375,40.6,1066,1053,8
NY,BALDWINSVILLE,13027,4,69368,45.2,31295,29564,645
GA,SMYRNA,30082,10,69338,36.6,26974,14413,326
AK,SKAGWAY,99840,41,69318,43.7,999,782,49
NY,ROCK STREAM,14878,4,69318,42.4,623,615,645
WV,SUMMIT POINT,25446,47,69306,40.1,1638,1625,25
CT,PRESTON,06365,30,69275,46.7,4729,4013,123
ND,MYLO,58353,49,69250,51.5,92,92,13
MN,EYOTA,55934,20,69250,39.2,3304,3160,184
MA,SHUTESBURY,01072,23,69250,47.2,1465,1415,273
MA,ROCKLAND,02370,23,69247,40.2,17663,16408,273
NH,PIERMONT,03779,46,69219,49.9,772,756,29
NY,RED HOOK,12571,4,69217,44.8,9865,9019,645
MN,AVON,56310,20,69211,42.5,5347,5302,184
DE,MAGNOLIA,19962,45,69185,35.9,10691,7022,25
NH,EAST HAMPSTEAD,03826,46,69183,46.9,2385,2315,29
KY,LOUISVILLE,40205,26,69174,42.6,24134,22796,116
IL,GLEN CARBON,62034,5,69157,36.2,13827,11722,575
VA,STEPHENS CITY,22655,9,69150,38,19951,17872,432
MA,SPRINGFIELD,01128,23,69145,47.8,2498,1968,273
MN,DULUTH,55804,20,69141,42.5,14744,14074,184
IL,SCIOTA,61475,5,69138,40.9,363,363,575
PA,DAUPHIN,17018,11,69137,40.3,4475,4321,357
CO,LOMA,81524,13,69135,47,1832,1742,481
NY,ROCK CITY FALLS,12863,4,69125,44.6,690,690,645
MI,LA SALLE,48145,14,69120,41.1,3477,3312,283
NM,TIJERAS,87059,34,69107,50.6,9869,9065,76
CT,PLYMOUTH,06782,30,69102,44.7,2234,2101,123
MI,WATERFORD,48329,14,69098,42.8,24990,22850,283
NY,LANSING,14882,4,69097,38.6,4024,3765,645
IN,TRAFALGAR,46181,16,69096,42.7,4592,4468,221
OK,MUSTANG,73064,35,69073,38.1,22274,19635,79
IL,ELKHART,62634,5,69063,43.2,692,615,575
NE,ELMWOOD,68349,38,69048,40.9,1151,1097,58
NH,NEW LONDON,03257,46,69038,47.8,4712,4472,29
KS,DELIA,66418,29,69038,43.9,574,453,94
CA,SUN CITY,92587,1,69001,37.2,17514,13967,2821
LA,CAMERON,70631,28,69000,53.8,741,731,84
MN,MINNEAPOLIS,55409,20,68981,36.6,11753,8630,184
PA,SHAVERTOWN,18708,11,68977,43.4,9217,8779,357
NE,DONIPHAN,68832,38,68971,39.5,2164,2134,58
VA,CROZIER,23039,9,68971,46.4,1189,867,432
IL,ISLAND LAKE,60042,5,68969,37.3,8603,7890,575
NY,BEACON,12508,4,68965,39.5,19614,13740,645
WA,INDIANOLA,98342,6,68958,51.4,1394,1292,757
RI,BRADFORD,02808,50,68958,38,2228,1989,27
NY,CRARYVILLE,12521,4,68958,46.3,1268,1253,645
IA,MILO,50166,32,68947,40.7,1581,1542,89
ND,STANLEY,58784,49,68946,36.8,2862,2617,13
CT,WINDSOR LOCKS,06096,30,68944,42.5,12564,10594,123
WI,RINGLE,54471,22,68942,41.4,1854,1701,145
IL,MT ZION,62549,5,68935,38.4,6410,5799,575
PA,DALTON,18414,11,68932,46.7,5401,5293,357
GA,GUYTON,31312,10,68926,37.7,16529,14512,326
MO,SAINT CHARLES,63303,21,68909,38.7,47227,40592,188
WA,CHATTAROY,99003,6,68906,52.1,4736,4580,757
MN,MAZEPPA,55956,20,68906,43.2,1971,1913,184
IL,WORDEN,62097,5,68894,40.5,2918,2836,575
TX,WHITE DEER,79097,2,68889,41,1095,1055,1042
NH,CHESTERFIELD,03443,46,68880,35.3,861,861,29
NY,RANSOMVILLE,14131,4,68869,48.6,5273,5075,645
WI,MOSINEE,54455,22,68861,41.3,17449,16800,145
NY,STUYVESANT,12173,4,68857,41.2,1735,1649,645
NY,MORRISONVILLE,12962,4,68852,42.6,5656,5480,645
MA,OTIS,01253,23,68846,50.3,708,696,273
ME,WOOLWICH,04579,48,68843,45.1,3064,3041,30
PA,LEVITTOWN,19055,11,68824,40.7,13317,12102,357
MA,SAGAMORE BEACH,02562,23,68816,48.8,3139,3061,273
HI,KILAUEA,96754,31,68816,43,4012,2232,99
NY,WALDEN,12586,4,68810,35.6,12744,10107,645
IL,COLFAX,61728,5,68807,42.2,1413,1350,575
PA,LEESPORT,19533,11,68790,38.5,8233,7463,357
MA,BARRE,01005,23,68786,43.3,5201,5062,273
CA,HELENDALE,92342,1,68779,39,6593,5776,2821
IL,ALHAMBRA,62001,5,68776,44.2,1754,1746,575
MN,ELYSIAN,56028,20,68750,47.1,1307,1302,184
IA,MC CLELLAND,51548,32,68750,44.4,337,319,89
PA,SELLERSVILLE,18960,11,68750,46,12386,11958,357
SD,TRAIL CITY,57657,43,68750,40.7,202,175,25
NJ,CLIFFWOOD,07721,18,68750,35.8,3033,1508,261
ND,INKSTER,58244,49,68750,53.7,159,157,13
MT,CANYON CREEK,59633,42,68750,54.9,255,247,36
IL,GIFFORD,61847,5,68750,44.1,1132,1081,575
IA,MATLOCK,51244,32,68750,48.9,77,77,89
ME,READFIELD,04355,48,68750,47.2,2556,2502,30
IA,HINTON,51024,32,68750,44,1885,1866,89
NY,BREWERTON,13029,4,68729,37.9,7385,7064,645
IA,OAKLAND,51560,32,68720,36.8,2379,2309,89
VA,ELKWOOD,22718,9,68716,52,814,780,432
LA,BELMONT,71406,28,68707,54.3,195,168,84
OH,JENERA,45841,7,68700,42,874,838,377
NY,GALWAY,12074,4,68690,50,2762,2655,645
PA,IMPERIAL,15126,11,68690,40.6,6847,6485,357
MT,FRENCHTOWN,59834,42,68686,39.3,1756,1746,36
NY,QUEENS VILLAGE,11429,4,68684,39.6,26362,1230,645
KS,MULVANE,67110,29,68680,40.8,8003,7601,94
AK,BIG LAKE,99652,41,68661,38.7,4059,3326,49
MA,WEST BOYLSTON,01583,23,68648,38.4,7442,6513,273
PA,EAST GREENVILLE,18041,11,68618,43.2,5149,4980,357
